,status,message,timestamp,data
0,True,Success,1682744071118,"{'id': 'ChIJPXNH22yWMioR0FXfNbXwBAM', 'location_name': 'Perth, Western Australia', 'terms': [{'offset': 0, 'value': 'Perth'}, {'offset': 7, 'value': 'Western Australia'}], 'country_code': 'AU', 'countryCode': 'AU', 'display_name': 'Perth, Western Australia'}"
1,True,Success,1682744071118,"{'id': 'ChIJPXNH22yWMioR0FXfNbXwBAM', 'location_name': 'Perth, Western Australia', 'terms': [{'offset': 0, 'value': 'Perth'}, {'offset': 7, 'value': 'Western Australia'}], 'country_code': 'AU', 'countryCode': 'AU', 'display_name': 'Perth, Western Australia stays'}"
2,True,Success,1682744071118,"{'id': 'ChIJPXNH22yWMioR0FXfNbXwBAM', 'location_name': 'Perth, Western Australia', 'terms': [{'offset': 0, 'value': 'Perth'}, {'offset': 7, 'value': 'Western Australia'}], 'country_code': 'AU', 'countryCode': 'AU', 'display_name': 'Perth, Western Australia experiences'}"
3,True,Success,1682744071118,"{'id': 'ChIJJUGGbU47hkgR7U1JU0ZWdG0', 'location_name': 'Perth, Scotland, UK', 'terms': [{'offset': 0, 'value': 'Perth'}, {'offset': 7, 'value': 'Scotland'}, {'offset': 17, 'value': 'UK'}], 'country_code': 'GB', 'countryCode': 'GB', 'display_name': 'Perth, Scotland'}"
4,True,Success,1682744071118,"{'id': 'ChIJC4Rr0Cq7MioRAFPLcwKhtHI', 'location_name': 'Perth City, WA, Australia', 'terms': [{'offset': 0, 'value': 'Perth City'}, {'offset': 12, 'value': 'WA'}, {'offset': 16, 'value': 'Australia'}], 'country_code': 'AU', 'countryCode': 'AU', 'display_name': 'Perth City, WA'}"
